sep=,
vehicle_count,fps
7,150.655
7,151.527
7,151.248
7,149.7203
7,150.8772
7,148.6501
7,150.5102
7,150.3963
7,150.1051
7,149.8942
7,149.3616
7,148.7766
7,148.6236
7,147.3977
7,148.0433
7,147.7895
7,147.8231
7,148.3442
7,146.7508
7,147.0315
7,145.8821
7,147.0659
7,147.4494
7,147.2755
7,147.5155
7,146.5589
7,148.0237
7,145.5094
7,148.1849
7,148.5162
8,147.1988
8,146.9972
8,146.7148
8,147.4954
8,147.4932
8,145.5922
8,146.4352
8,146.1545
8,146.1671
8,146.8115
8,145.3087
8,146.7433
8,145.6395
8,146.6828
8,146.5599
8,146.8987
8,147.1609
8,145.7623
8,147.0702
8,146.173
8,147.018
8,147.4081
8,147.3616
8,147.4146
8,146.6611
8,147.6918
8,148.0361
8,146.2983
8,148.0546
8,147.2494
8,148.1886
8,147.613
8,146.6567
8,147.8382
8,146.3601
8,147.3864
8,147.3661
8,147.8956
8,148.1
8,147.031
8,148.082
8,146.7432
8,147.1265
8,148.2196
8,147.5239
8,147.8799
8,146.4174
8,144.6184
8,145.0679
8,143.9888
8,145.9237
8,146.2404
8,146.5081
8,146.1052
8,145.4826
8,146.2733
8,145.1719
8,146.2645
8,146.8068
8,146.8529
8,147.0304
8,145.8963
8,147.3333
8,146.0314
8,146.8904
8,147.1028
8,147.3086
8,147.2719
8,147.264
8,146.0898
8,147.2456
8,145.7244
8,146.5975
8,146.4613
8,146.3084
8,145.9867
8,146.1191
8,147.5128
8,144.2872
8,146.8974
8,147.3817
8,147.4704
8,147.6708
8,146.7647
8,147.6172
8,146.483
8,147.3404
8,147.5815
8,147.829
8,147.8591
8,147.7134
8,147.1948
8,147.4077
8,140.6215
8,143.7941
8,145.3146
8,119.5142
8,110.3199
8,87.69659
8,91.6488
8,99.06036
8,100.1342
8,106.672
8,107.9577
8,110.6098
8,112.9304
8,119.9057
8,119.9908
8,115.3176
8,117.9333
8,120.5257
8,123.356
8,126.2366
8,127.6459
8,130.0995
8,131.6427
8,133.1104
8,133.6903
8,134.9132
8,137.2986
8,138.0345
8,138.5698
8,138.5966
8,139.4645
8,138.3867
8,140.0675
8,142.3534
8,142.7954
8,142.289
8,142.8064
8,140.7824
8,141.1486
8,140.8995
8,143.4771
8,142.9325
8,143.4521
8,142.1098
8,150.3689
8,152.1677
8,150.7243
8,135.3476
8,143.3228
8,147.5039
8,148.7364
8,148.5921
8,149.1743
8,148.2166
8,148.2168
8,149.546
8,149.1198
8,148.6798
8,150.1899
8,149.5861
8,149.3098
8,148.2216
8,147.8372
8,149.5781
8,148.8926
8,146.2183
8,145.207
8,146.1504
8,147.2993
8,147.161
8,146.0813
8,146.3436
8,146.1156
8,143.4963
8,152.2353
8,157.1282
8,155.826
8,156.7412
8,155.3543
8,153.5452
8,153.6071
8,151.904
8,151.0792
8,152.1466
8,151.7368
8,150.9426
8,150.2578
8,149.136
8,149.9658
8,147.5035
8,150.4723
8,150.1996
8,150.1403
8,149.7452
8,148.4829
8,148.8079
8,147.1908
8,148.6868
8,148.1383
8,148.7069
8,148.2122
8,147.2703
8,148.0405
8,147.072
8,147.9743
8,148.6192
8,148.4134
8,148.8066
8,147.6287
8,146.9589
8,148.2678
8,146.8684
8,147.4729
8,147.6559
8,148.6071
8,148.2246
8,146.7507
8,147.7939
8,146.8646
8,147.6034
8,147.7423
8,148.3223
8,148.5258
8,147.3819
8,147.9109
8,147.5237
8,146.5385
8,146.3878
8,146.8227
8,147.1878
8,147.825
8,146.5734
8,147.4607
8,146.7569
8,147.7999
8,147.309
8,148.1276
8,148.059
8,146.8168
8,148.1978
8,145.349
8,147.0034
8,147.1242
8,147.6959
8,147.8231
8,146.7808
8,146.8045
8,146.8323
8,145.9255
8,147.1882
8,147.2357
8,147.6061
8,147.2657
8,146.2086
8,147.0452
8,145.8956
8,146.4818
8,146.099
8,146.579
8,146.9166
8,146.0175
8,146.9949
8,145.884
8,146.8557
8,147.5489
8,146.4289
8,147.7649
8,146.9936
8,145.5466
8,145.6943
8,146.0882
8,146.4579
8,146.9531
8,147.1841
8,146.1834
8,145.5687
8,146.9404
8,145.8028
8,146.9285
8,147.3774
8,147.1917
8,147.4562
8,146.8117
8,147.1536
8,146.0202
8,147.1388
8,147.5564
8,147.7126
8,146.8497
8,148.2537
8,146.6543
8,148.0896
8,147.1293
8,148.4625
9,148.6753
9,148.6469
9,147.9634
9,147.5406
9,147.8368
9,146.1588
9,147.6079
9,147.4351
9,147.9887
9,147.81
9,146.8875
9,147.9832
9,147.2194
9,147.946
9,148.2254
9,148.1208
9,148.3904
9,147.6306
9,146.2447
9,147.0376
9,145.8514
9,146.5858
9,147.5357
9,146.4226
9,147.7294
9,146.8367
9,148.1778
9,141.2594
9,147.74
9,148.3837
9,144.6074
9,144.6741
9,144.311
9,144.3605
9,144.318
9,145.5588
9,145.4872
9,145.5286
9,145.0477
9,145.1892
9,146.6353
9,146.7497
9,144.7752
9,145.2474
9,145.551
9,145.448
9,145.7681
9,144.1785
9,146.4115
9,145.1592
9,145.8821
9,146.026
9,146.0576
9,146.2642
9,145.7694
9,147.044
9,145.6218
9,147.333
9,147.64
9,147.8177
9,147.8977
9,146.7212
9,147.9436
9,148.1131
9,146.0496
9,146.5571
9,146.3466
9,146.6138
9,146.8994
9,145.3761
9,146.6573
9,145.8398
9,147.0713
9,147.2645
9,147.3644
9,147.642
9,146.2038
9,147.2806
9,146.3462
9,146.8819
9,147.7528
9,147.2319
9,147.346
9,146.8491
9,146.6235
9,147.4002
9,146.7428
9,147.0616
9,146.0377
9,147.2745
9,147.3462
9,146.2298
9,147.4894
9,145.2538
9,146.976
9,145.9871
9,146.9958
9,146.8384
9,145.7544
9,147.4194
9,146.2291
9,147.6216
9,147.9232
9,146.8728
9,148.1163
9,147.9955
9,146.9046
9,147.1384
9,145.4594
9,146.2759
9,146.4445
9,146.5276
9,144.4701
9,145.9189
9,147.515
9,146.2877
9,147.1512
9,146.8941
9,147.1953
9,147.6552
9,146.4768
9,146.8955
9,146.5738
9,147.9311
9,147.9948
9,148.0658
9,147.9538
9,147.1181
9,146.3875
9,146.6507
9,144.8217
9,145.7722
9,145.7835
9,146.4286
9,144.7779
9,145.3729
9,145.6585
9,145.3891
9,145.7733
9,146.5378
9,146.7043
9,145.9944
9,145.4996
9,146.8025
9,145.8722
9,147.2064
9,147.5121
9,147.446
9,147.3661
9,146.3287
9,144.6739
9,144.7543
9,145.291
9,145.9047
9,145.8622
9,145.8517
9,145.736
9,145.7905
9,146.6071
9,145.5594
9,146.6294
9,146.7112
9,147.054
9,147.2249
9,145.7748
9,146.8738
9,145.9466
9,147.2735
9,147.0264
9,147.9463
9,147.7963
9,142.8961
9,143.1682
9,142.2315
9,143.9977
9,145.2938
9,145.1803
9,145.3472
9,144.7082
9,146.0766
9,146.1723
9,144.9522
9,145.4936
9,145.5996
9,145.439
9,145.5723
9,144.5977
9,145.4454
9,143.4481
9,146.4342
9,146.5052
9,147.1135
9,147.4425
9,145.8394
9,147.2919
9,146.5911
9,147.3823
9,147.8586
9,146.9949
9,147.3216
9,146.4098
9,146.3152
9,145.911
9,146.6129
9,147.3773
9,147.3519
9,147.3071
9,147.4847
9,146.0635
9,147.1546
9,145.5255
9,147.9533
9,146.3376
9,148.0553
9,148.3429
9,146.8409
9,147.7757
9,146.416
9,147.4185
9,148.0017
9,147.5098
9,148.2932
9,147.4618
9,147.015
9,148.1983
9,146.82
9,148.06
9,148.2719
9,148.7303
9,148.6376
9,146.7211
9,147.5837
9,145.8256
9,146.8676
9,147.216
9,147.8285
9,147.856
9,146.4617
9,147.6477
9,146.3588
9,146.8966
9,146.981
9,146.8476
9,147.196
9,145.6379
9,145.8783
9,122.4973
9,125.4971
9,113.5899
9,94.7868
9,102.7003
9,106.5048
9,109.0699
9,113.182
9,115.3
9,118.0583
9,119.7963
9,122.0506
9,124.0696
9,127.3838
9,128.26
9,130.1603
9,130.7606
9,132.0725
9,132.9825
9,133.8042
9,133.1461
9,135.0814
9,137.3557
9,137.8994
9,137.938
9,139.6041
9,138.9178
9,140.0513
9,142.4868
9,142.2055
9,142.3524
9,142.8578
9,142.6066
9,142.8123
9,142.1599
9,142.0443
9,141.6797
9,142.5268
9,142.3998
9,142.4799
9,142.9278
9,142.5361
10,142.8835
10,142.8464
10,142.8674
10,142.6984
10,145.0163
10,145.4622
10,144.6612
10,152.8238
10,153.0923
10,154.7004
10,154.3502
10,154.1291
10,155.186
10,153.3184
10,153.0094
10,153.4882
10,152.5252
10,150.1011
10,149.0713
10,150.191
10,149.5797
10,151.3936
10,150.9625
10,150.5153
10,149.8453
10,148.579
10,148.2588
10,147.7486
10,147.5361
10,146.1275
10,146.6849
10,146.0779
10,143.5961
10,144.2057
10,143.416
10,144.6573
10,146.1161
10,146.25
10,147.0946
10,146.7405
10,146.546
10,148.3918
10,155.4655
10,155.827
10,157.1512
10,156.3964
10,156.7325
10,156.851
10,155.5486
10,154.7905
10,153.2363
10,152.762
10,151.0547
10,150.7887
10,150.2158
10,157.7944
10,158.163
10,158.2716
10,156.0053
10,156.3334
10,155.5126
10,154.9338
10,154.3233
10,151.8457
10,152.7037
10,150.9113
10,151.5432
10,149.9716
10,151.2103
10,150.6552
10,149.2885
10,149.8252
10,148.6556
10,149.5595
10,149.6765
10,148.7355
10,149.1896
10,148.2515
10,147.7106
10,148.6433
10,147.0417
10,147.7102
10,147.994
10,147.7651
10,148.0471
10,147.1268
10,147.8918
10,147.2166
10,147.9754
10,148.1476
10,149.0595
10,148.6108
10,148.2318
10,147.2565
10,147.6882
10,147.0435
10,146.7927
10,146.4614
10,146.1278
10,146.1616
10,145.4003
10,145.8151
10,144.5799
10,145.4179
10,145.8954
10,146.4904
10,147.2068
10,145.149
10,146.297
10,145.4505
10,146.1185
10,145.7731
10,147.2457
10,146.4154
10,146.8221
10,147.947
10,145.5617
10,147.1884
10,147.3159
10,147.6372
10,147.3917
10,146.8153
10,145.6568
10,147.4453
10,146.8752
10,147.8315
10,147.6214
10,147.6949
10,148.1452
10,146.4116
10,148.0836
10,146.4678
10,148.1118
10,148.3092
10,148.3815
10,148.1371
10,147.2831
10,146.1888
10,144.7196
10,145.7515
10,145.9146
10,146.0276
10,146.9027
10,146.6997
10,145.4253
10,146.5695
10,145.2177
10,145.9847
10,146.3328
10,146.757
10,147.0678
10,145.517
10,146.6185
10,145.3353
10,146.3352
10,146.3851
10,147.2211
10,147.1472
10,145.1227
10,147.0608
10,145.8917
10,146.527
10,147.1707
10,147.0904
10,147.5478
10,146.2489
10,146.9598
10,147.4377
10,146.7407
10,147.3873
10,147.5474
10,147.6408
10,147.575
10,146.8409
10,147.9429
10,146.628
10,147.0601
10,148.1226
10,148.9507
10,148.0513
10,146.2443
10,147.2384
10,144.9526
10,147.1684
10,147.3878
10,146.9851
10,146.9992
10,146.6505
10,146.0886
10,147.2959
10,145.7852
10,145.6332
10,147.1248
10,147.528
10,147.8073
10,145.9762
10,147.0625
10,146.1239
10,146.8051
10,147.0833
10,147.8078
10,148.2426
10,146.8229
10,144.965
10,144.1339
10,146.2218
10,146.2801
10,146.2602
10,146.1952
10,146.2863
10,145.5362
10,146.4996
10,144.9395
10,146.1942
10,145.8914
10,146.6653
10,147.1014
10,146.1134
10,147.4592
10,146.2828
10,144.7267
10,147.265
10,148.2105
10,148.0632
10,146.2603
10,147.2036
10,146.4147
10,147.4811
10,147.5068
10,147.7899
10,148.3317
10,148.3985
10,143.4804
10,147.7351
10,146.9442
10,147.5169
10,147.1754
10,147.8023
10,147.9727
10,146.2188
10,146.8018
10,143.9554
10,145.9196
10,144.5896
10,147.0362
10,147.2888
10,143.7345
10,145.4938
10,144.9248
10,145.4851
10,145.5966
10,145.0332
10,145.761
10,144.3512
10,145.4824
10,145.2471
10,142.4263
10,141.2398
10,143.438
10,143.84
10,141.6898
10,141.8232
10,141.9424
10,138.3771
10,142.3677
10,142.3589
10,142.748
10,140.7661
10,142.526
10,142.8443
10,140.2167
10,142.4827
10,132.2124
10,135.5433
10,130.4428
10,118.1447
10,117.1485
10,112.3346
10,110.4235
10,105.046
10,105.9482
10,105.9831
10,102.1015
10,102.2068
10,98.76014
10,102.1891
10,101.4779
11,95.72414
11,99.00121
11,95.7617
11,101.2586
11,94.56453
11,93.75919
11,87.09846
11,89.44134
11,88.62183
11,90.33365
11,86.52597
11,87.4073
11,91.21581
11,95.79102
11,97.02547
11,93.49328
11,97.47377
11,100.9736
11,102.6259
11,106.7688
11,107.9737
11,109.2491
11,109.9016
11,107.3447
11,110.5508
11,114.9309
11,117.8372
11,121.7301
11,125.4443
11,125.3992
11,129.7224
11,132.4705
11,134.9272
11,137.9408
11,139.3673
11,141.9038
11,144.1721
11,144.8883
11,147.5627
11,148.9888
11,150.5309
11,152.9205
11,153.8899
11,153.828
11,155.5953
11,154.2368
11,155.0526
11,156.6156
11,157.7117
11,158.8949
11,159.8471
11,159.3313
11,161.2103
11,155.1561
11,162.4886
11,163.3194
11,162.848
11,164.1399
11,164.8938
11,161.5987
11,163.1335
11,162.1567
11,163.3139
11,163.4852
11,162.4235
11,162.6688
11,162.7478
11,161.2844
11,160.0045
11,162.596
11,160.7645
11,160.9898
11,160.2969
11,159.5473
11,161.5493
11,158.1354
11,160.2183
11,158.1246
11,159.5369
11,159.4027
11,158.1396
11,159.1122
11,159.4994
11,158.4689
11,160.0523
11,156.3709
11,157.974
11,158.8996
11,157.9309
11,159.0057
11,157.6405
11,155.952
11,157.168
11,155.5552
11,157.3731
11,158.0594
11,157.4183
11,159.2143
11,159.3027
11,157.9269
11,160.0044
11,158.5114
11,158.8059
11,155.7189
11,150.2782
11,149.3261
11,146.5479
11,143.9438
11,140.9622
11,139.7146
11,139.3797
11,143.175
11,141.6049
11,141.0697
11,144.5119
11,141.6122
11,142.8629
11,143.6607
11,146.6297
11,149.1046
11,146.6387
11,145.9389
11,143.7776
11,144.4351
11,144.0932
11,146.5264
11,149.2108
11,148.3309
11,146.7453
11,149.2728
11,146.3529
11,148.6273
11,147.2608
11,149.9058
11,151.3372
11,150.2791
11,147.9102
11,143.6693
11,146.4674
11,144.3772
11,147.0324
11,149.1952
11,146.5915
11,141.4878
11,141.135
11,143.251
11,143.038
11,144.6424
11,146.8775
11,144.8605
11,143.7683
11,141.3208
11,140.7069
11,143.4999
11,142.6528
11,145.0748
11,143.7367
11,142.0162
11,141.176
11,140.9709
11,142.7374
11,141.0036
11,143.4641
11,144.9293
11,144.9207
11,147.5078
11,145.8965
11,149.2485
11,150.7088
11,151.6912
11,154.3916
11,154.3257
11,154.7597
11,156.2554
11,154.7566
11,156.4246
11,153.1112
11,156.474
11,157.8478
11,156.9259
11,156.1941
11,157.2673
11,156.1799
11,157.3229
11,156.946
11,155.4063
11,156.2819
11,153.2956
11,155.0518
11,154.0463
11,155.248
11,155.1724
11,154.6998
11,155.0503
11,155.0237
11,154.6225
11,155.7529
11,154.6404
11,153.9944
11,149.7542
11,149.9363
11,150.1013
11,148.4212
11,150.2586
11,148.612
11,146.8795
11,120.9585
11,120.1877
11,123.233
11,116.7149
11,117.7402
11,118.154
11,121.0735
11,123.366
11,126.2068
11,128.3492
11,128.8588
11,131.2255
11,127.7694
11,129.7527
11,130.4988
11,133.4062
11,133.2462
11,133.5989
11,120.8646
11,120.4723
11,117.6302
11,122.7843
11,117.9968
11,120.6625
11,119.8881
11,123.0253
11,124.4167
11,126.3415
11,124.6031
11,127.0084
11,127.508
11,109.3482
11,105.8354
11,108.9637
11,112.3406
11,112.5499
11,115.7938
11,115.9461
11,121.2646
11,124.2207
11,123.5599
11,126.4724
11,128.7673
11,130.5228
11,134.0191
11,134.6168
11,137.3522
11,138.2298
11,140.3488
11,141.4432
11,142.0167
11,142.9843
11,143.9637
11,145.3529
11,146.5638
11,144.832
11,146.5963
11,144.0605
11,148.4416
11,149.1371
11,146.9683
11,146.2365
11,142.3025
11,139.4378
11,137.7035
11,139.8429
11,138.2804
11,137.5518
11,131.5491
11,130.1124
11,125.2667
11,129.2231
11,120.1716
12,122.9023
12,113.5609
12,109.5262
12,108.79
12,114.598
12,114.7364
12,113.2252
12,116.2231
12,116.9607
12,118.5756
12,118.3082
12,120.5582
12,121.3671
12,123.5966
12,126.4441
12,129.1985
12,132.1373
12,133.2302
12,135.196
12,137.4499
12,137.9736
12,140.1755
12,142.2559
12,142.7848
12,144.297
12,144.3083
12,145.6759
12,147.308
12,146.9074
12,149.1371
12,149.6219
12,150.5429
12,151.6068
12,150.0348
12,151.8456
12,151.3328
12,152.529
12,152.9364
12,125.5873
12,131.7957
12,132.5711
12,116.5055
12,84.68182
12,85.80069
12,93.14893
12,96.87129
12,100.0499
12,103.1988
12,106.0231
12,108.7302
12,111.5674
12,115.621
12,117.955
12,119.8229
12,121.8191
12,123.6351
12,125.1644
12,127.1956
12,128.0004
12,129.6478
12,131.2343
12,132.3479
12,133.4521
12,133.967
12,134.5534
12,142.0918
12,142.204
12,142.6872
12,142.9529
12,142.8616
12,142.2584
12,142.3446
12,142.9187
12,143.0487
12,143.2134
12,143.1154
12,143.1326
12,142.5339
12,141.6206
12,143.1093
12,148.6087
12,147.2248
12,148.7051
12,150.2443
12,151.1486
12,150.7806
12,150.4681
12,147.4436
12,148.0376
12,147.4781
12,147.7299
12,147.0042
12,146.081
12,145.6606
12,145.9723
12,145.6305
12,145.7676
12,145.0082
12,144.3823
12,142.8078
12,144.8296
12,144.7666
12,144.621
12,144.2714
12,143.937
12,144.0685
12,143.9767
12,143.7522
12,144.0934
12,143.605
12,143.3449
12,144.1846
12,145.9183
12,145.5726
12,145.3234
12,144.8947
12,145.6035
12,145.0617
12,144.8846
12,144.5433
12,144.0584
12,142.5497
12,142.2545
12,142.5712
12,142.1738
12,142.388
12,142.868
12,144.025
12,151.657
12,151.0083
12,150.0371
12,149.7944
12,147.0263
12,145.6634
12,145.5399
12,143.2675
12,142.894
12,140.8067
12,141.2163
12,141.6946
12,141.5998
12,141.749
12,142.3743
12,144.453
12,143.7571
12,143.312
12,143.2543
12,144.1129
12,143.6938
12,143.3378
12,143.7177
12,144.2567
12,143.4223
12,143.1339
12,142.9447
12,143.9352
12,143.4926
12,142.9163
12,143.444
12,143.5222
12,143.4126
12,143.5732
12,142.682
12,143.3054
12,143.8495
12,143.2533
12,143.4079
12,143.6259
12,143.5995
12,142.5964
12,143.1553
12,142.4321
12,143.5697
12,144.2181
12,146.2382
12,146.1206
12,144.9799
12,144.4526
12,145.4134
12,145.1484
12,145.2148
12,144.7891
12,142.9023
12,142.368
12,143.367
12,148.0858
12,152.073
12,152.3856
12,132.2186
12,129.5138
12,116.623
12,107.3532
12,99.53616
12,98.87871
12,99.1905
12,102.1332
12,98.63143
12,99.84005
12,100.4354
12,100.4835
12,96.30093
12,95.568
12,93.26794
12,96.61147
12,96.51676
12,99.3349
12,96.63068
12,95.05856
12,96.32429
12,96.64788
12,94.3882
12,97.83424
12,101.2554
12,105.6014
12,106.2286
12,109.3359
12,112.5156
12,116.9205
12,119.7401
12,124.1615
12,127.7765
12,130.7633
12,133.0207
12,136.0353
12,137.8833
12,141.0604
12,143.4152
12,145.7497
12,147.6516
12,149.8664
12,150.4258
12,152.6287
12,154.5169
12,155.7966
12,156.8076
12,157.795
12,159.2812
12,159.5618
12,159.7164
12,161.0283
12,161.9122
12,160.9109
12,162.5356
12,163.5254
12,163.9838
12,164.1628
12,164.6599
12,163.5858
12,165.3655
12,164.1284
12,165.2529
12,165.9019
12,165.9054
12,165.0969
12,165.6228
12,163.7934
12,164.7404
12,161.5329
12,163.7907
12,164.2525
12,163.9517
12,163.6331
12,164.0722
12,162.7188
12,163.5953
12,163.9092
12,162.5061
12,161.2884
12,163.3489
12,162.9203
12,157.3469
13,153.6279
13,151.8441
13,147.5424
13,139.3633
13,127.4642
13,125.941
13,120.156
13,112.6096
13,111.5177
13,106.8564
13,107.8042
13,104.0909
13,102.0511
13,107.6982
13,110.9229
13,110.1921
13,103.9636
13,101.4453
13,105.1468
13,104.6388
13,105.8685
13,102.8558
13,99.43961
13,101.6105
13,99.23924
13,101.124
13,100.5772
13,101.1809
13,97.16682
13,102.7612
13,104.2716
13,108.9262
13,104.9873
13,105.7613
13,107.0321
13,107.0665
13,111.7284
13,115.7791
13,115.7534
13,118.8311
13,114.3128
13,118.981
13,117.2486
13,119.3962
13,116.9127
13,120.5469
13,119.9102
13,122.2061
13,124.5813
13,128.4068
13,132.4701
13,131.48
13,135.0514
13,137.6455
13,135.3264
13,139.7724
13,137.6853
13,143.5776
13,144.8906
13,144.2081
13,146.1183
13,138.6366
13,145.1736
13,148.4192
13,146.207
13,150.7976
13,148.3989
13,149.3499
13,152.395
13,143.5094
13,150.6099
13,150.4218
13,152.3163
13,154.287
13,147.6223
13,150.9614
13,148.8366
13,149.0457
13,150.6974
13,144.1011
13,149.8687
13,148.1939
13,149.0816
13,152.0859
13,152.9256
13,155.5393
13,157.2549
13,157.1684
13,159.5253
13,161.4554
13,155.7568
13,159.5055
13,160.1471
13,162.2762
13,164.1815
13,158.0386
13,156.3284
13,162.5881
13,158.9704
13,161.6051
13,162.1628
13,162.2582
13,162.1843
13,162.4088
13,165.1508
13,166.4269
13,165.1697
13,167.5574
13,168.5317
13,164.756
13,167.2564
13,168.9492
13,166.8576
13,168.3788
13,168.0028
13,168.5612
13,169.0612
13,168.5205
13,169.5615
13,169.9464
13,167.2915
13,168.4889
13,168.9444
13,165.0503
13,166.4131
13,164.4448
13,166.7834
13,167.4413
13,167.9584
13,166.6736
13,168.5535
13,167.2912
13,168.9951
13,169.4907
13,168.7711
13,166.8386
13,168.4396
13,163.1161
13,166.6036
13,166.1631
13,164.8983
13,166.7878
13,166.1108
13,165.3163
13,166.7726
13,164.2457
13,165.2318
13,166.3687
13,164.277
13,166.4541
13,167.0633
13,164.4396
13,164.8939
13,162.3739
13,162.4695
13,163.3501
13,155.1523
13,156.2307
13,148.7645
13,153.4135
13,152.2509
13,152.831
13,156.1176
13,156.0782
13,158.6302
13,160.0706
13,159.1972
13,158.6418
13,161.5575
13,160.6849
13,162.6046
13,163.8289
13,164.3495
13,164.8238
13,165.3976
13,165.9312
13,163.9859
13,163.3668
13,165.2118
13,166.28
13,158.7874
13,162.3679
13,163.2707
13,164.1907
13,164.7403
13,165.0335
13,162.149
13,164.7894
13,158.8329
13,162.0506
13,162.5263
13,163.422
13,163.6869
13,161.5785
13,154.8825
13,158.1919
13,150.0953
13,152.4841
13,150.9151
13,153.0014
13,153.2283
13,155.5762
13,151.8991
13,149.5029
13,153.5454
13,153.8767
13,154.5097
13,155.2595
12,156.01
12,158.5937
12,159.1541
12,160.1818
12,161.8873
12,162.7768
12,162.1517
12,163.5966
12,163.6126
12,163.7029
12,164.7393
12,165.4474
12,165.6753
12,166.9384
12,167.0553
12,166.8754
12,167.2801
12,163.3256
12,166.5977
12,165.4792
12,167.5598
12,167.5635
12,168.1427
12,165.9876
12,166.7089
12,165.0551
12,160.9411
12,158.3326
12,137.3202
12,135.7872
12,104.4196
12,81.11213
12,88.15745
12,92.55482
12,99.3487
12,102.2213
12,103.4426
12,106.8581
12,113.0434
12,115.1174
12,119.7384
12,119.7606
12,125.0068
12,130.3076
12,132.9755
12,130.8039
12,135.5386
12,142.0163
12,129.7593
12,126.4568
12,121.9193
12,115.4358
12,115.3319
12,117.4176
12,114.4947
12,113.6386
12,113.3414
12,114.2005
12,112.7794
12,117.1934
12,114.1249
12,120.4969
12,120.0379
12,123.204
12,124.8589
12,128.9872
12,132.5827
12,135.0532
12,137.6381
12,140.5358
12,140.6406
12,143.9288
13,147.2784
13,148.0208
13,151.0064
13,153.6773
13,153.6363
13,156.1268
13,157.1856
13,157.3409
13,158.7858
13,159.5371
13,160.5361
13,161.7812
13,160.0287
13,160.8589
13,163.1173
13,152.7855
13,152.7228
13,146.4687
13,133.2358
13,136.9471
13,139.7329
13,136.45
13,140.4788
13,140.3306
13,143.1804
13,145.4389
13,146.7846
13,148.6986
13,147.976
13,150.763
13,152.9844
13,153.6287
13,154.5941
13,156.408
13,155.1322
13,157.3089
13,158.5636
13,157.2884
13,159.4985
13,158.6521
13,160.0369
13,160.2602
13,159.7192
13,160.6065
13,162.1148
13,159.1434
13,160.7209
13,159.0849
13,158.1626
13,159.5939
13,159.0497
13,160.5879
13,161.1586
13,158.5673
13,156.3611
13,150.0384
13,152.6314
13,138.3551
13,144.1518
13,133.0892
13,130.9903
13,133.584
13,134.0656
13,131.8023
13,133.557
13,127.5853
13,131.3376
13,124.7748
13,120.6297
13,122.5643
13,125.8664
13,123.759
13,127.4233
13,127.757
13,131.8415
13,134.8689
13,133.2296
13,138.2133
13,140.6097
13,142.8085
13,145.5662
13,147.1409
13,149.5941
13,151.7895
13,153.1656
13,155.5574
13,156.7414
13,157.6491
13,159.0265
13,160.8259
13,160.3493
13,162.5153
13,163.4837
13,162.04
13,162.8361
13,163.3223
13,162.2772
13,163.0283
13,161.2642
13,162.6279
13,161.8551
13,161.9735
13,162.5748
13,159.9465
13,163.9405
13,164.3651
13,163.6596
13,163.5345
13,164.222
13,162.1123
13,154.6396
13,147.7124
13,152.4204
13,153.9738
13,155.3685
13,155.5834
13,157.2201
13,158.492
13,159.3483
13,159.6446
13,153.5138
13,136.0928
13,139.7594
13,134.8911
13,134.2653
13,126.6752
13,127.9935
13,125.5019
13,126.2799
13,128.5104
13,129.2192
13,130.1675
13,129.3329
13,100.681
13,103.2629
13,109.9604
13,111.9923
13,117.0268
13,119.8912
13,116.7958
13,107.5964
13,108.5116
13,103.0866
13,109.1611
13,111.5353
13,107.8739
13,108.5782
13,106.1992
13,107.3074
13,104.7068
13,102.0989
13,102.4938
13,102.4106
13,98.78642
13,100.5584
13,101.8246
13,102.3279
13,96.60188
13,99.47063
13,100.4921
13,105.0363
13,104.1854
13,103.5717
13,104.18
13,98.22967
13,93.7373
13,89.12259
13,83.15123
13,88.50089
13,84.82483
13,80.96549
13,81.74578
13,85.96928
13,86.94377
13,92.8295
13,90.40975
13,96.57396
13,96.53393
13,100.9491
13,102.4333
13,103.1528
13,106.3102
13,111.0059
13,113.7022
13,116.605
13,119.7451
13,119.6754
13,122.2532
13,123.3224
13,124.6253
13,116.3864
13,110.622
13,115.1742
13,117.9781
13,118.0305
13,122.2546
13,125.3547
13,128.9132
13,132.7854
13,135.836
13,138.1591
13,141.5718
13,143.6718
13,145.7846
13,148.9469
13,150.695
13,151.7628
13,155.1428
13,156.8522
13,157.5472
13,159.6351
13,160.3863
13,161.309
13,163.5325
13,163.8792
13,163.5802
13,164.3062
13,164.4797
13,163.8909
13,164.8808
13,165.2464
13,163.4566
13,163.805
13,165.8629
13,166.9854
13,167.6341
13,168.5415
13,169.5585
13,170.004
13,170.6271
13,172.3285
13,171.1792
13,172.4691
13,173.5829
13,171.5127
13,172.1092
13,173.2028
13,172.0412
13,161.0756
13,151.8216
13,147.788
13,144.6143
13,148.5941
13,144.9402
13,147.3662
13,149.3932
13,150.5271
13,152.2724
13,154.8345
13,154.8654
13,157.0875
13,156.9992
13,159.21
13,160.1724
13,158.8097
13,160.6867
13,161.5775
13,160.2283
13,161.7802
13,162.0149
13,162.3186
13,163.097
13,160.352
13,162.4837
13,163.4594
13,161.9115
13,163.0868
13,164.0726
13,165.1733
13,165.5919
13,165.2904
13,166.148
13,166.4478
13,166.6192
13,166.8514
13,166.9365
14,167.5836
14,167.137
14,167.3925
14,166.6357
14,156.2741
14,147.3409
14,142.119
14,141.8166
14,144.3972
14,140.8114
14,144.2885
14,146.9868
14,147.1731
14,148.6432
14,149.5594
14,152.684
14,153.9279
14,153.8248
14,156.0473
14,157.6608
14,156.863
14,158.7854
14,159.6312
14,159.5043
14,162.4803
14,161.4126
